1548	1835
1275	2574
1892	1290
1791	3212
2606	3248
1849	1463
2780	1897
867	2629
2404	2746
757	3259
2004	1064
1376	847
2003	2318
2789	3146
2845	855
533	2356
860	1565
3179	2145
613	1774
3050	2259
471	40
502	2388
1069	2940
5	1166
926	2587
2887	2946
3039	1058
2930	3216
1303	3162
2514	2664
121	2471
1380	1815
2988	1969
2294	243
2830	2923
1786	398
1996	3067
1172	1839
1569	904
402	3121
2847	38
3251	2923
40	3196
2643	620
2928	513
1851	1981
172	2448
2081	600
1821	505
2265	504
3040	377
2466	713
2244	2454
1057	1471
1283	1259
1558	2526
2500	645
1826	1375
616	1800
3228	2929
3250	559
1838	2471
1588	1977
1323	17
1475	110
1174	3120
1261	791
2588	1824
3217	2507
3251	2162
1955	2363
435	441
3273	1775
2453	2824
1985	3178
629	2611
317	968
1695	2387
1725	1321
170	443
41	1939
2884	481
968	2277
1666	2775
1466	911
189	1070
385	2774
3152	2706
2464	2275
842	253
1515	1519
260	3030
2905	2011
95	667
1363	3049
2878	2827
2425	2249
135	3107
2919	2029
1770	1601
807	2787
1902	1880
2188	60
2834	2203
2342	2502
402	2375
2668	1719
2246	1678
1837	1321
1520	1860
280	810
3024	1715
1865	1966
1120	262
247	1221
1390	2588
1175	1530
2524	1842
2262	2194
1041	808
2688	448
1463	1411
3008	264
885	1090
1057	538
2198	2125
2177	2927
2030	2837
610	1360
3168	324
2408	375
852	275
915	681
3195	2476
251	2629
2019	2284
562	2447
3275	3156
1455	1227
996	1146
2712	1537
2711	874
1541	1769
1638	1533
2732	1272
3085	2453
1622	2058
3179	1122
2283	2303
1400	2102
1440	1142
527	2737
346	3278
544	2459
1214	1000
1235	776
2356	1205
462	2605
435	2579
578	1217
1611	2743
39	818
1212	3090
1442	1098
935	1646
3007	114
2699	1366
1786	1725
3208	1952
698	1302
731	2746
722	2793
253	2169
1261	1228
809	567
1035	2284
992	2271
316	1055
2205	1596
2073	1442
2942	669
561	1507
1922	1980
812	179
1637	131
370	927
542	641
2767	328
122	2202
1088	2700
269	588
2130	3022
1917	1606
2949	498
2654	457
1711	2722
1516	292
2498	2906
267	3131
917	127
2800	1005
395	1830
746	989
2192	679
2685	1842
960	1213
1416	930
1984	145
1753	1477
2547	2237
2705	3179
855	118
2060	2876
211	2133
2762	2519
1434	888
1178	2527
613	932
2092	2068
422	2069
1817	303
2401	2343
1423	1431
2384	130
234	1007
2496	2365
2633	704
698	719
1414	2336
1966	307
3051	729
2487	1947
1658	2958
840	2105
2101	1719
2722	926
2882	273
2397	1470
2107	1170
479	1468
1138	2149
3195	58
2032	1865
2059	389
2719	2770
2662	1892
1139	144
1784	1209
838	1593
1093	2480
3148	1547
3143	1474
2151	358
1868	1080
2873	2455
676	642
2737	650
2144	1322
3291	2792
2645	466
790	2896
677	3273
2159	1549
1658	2265
3137	1951
214	808
452	3116
1884	1550
1466	2138
2010	1748
703	38
3059	522
2180	2749
1456	1386
3001	1478
1809	2246
2824	2201
2976	2450
466	837
401	989
3	2364
2919	1370
1308	1054
3147	159
2773	1559
1260	1341
1160	686
1636	2192
2176	232
3061	3048
1977	1363
1232	1671
516	2802
648	1739
2836	281
989	560
1518	2440
1377	2428
895	261
136	961
2654	1896
496	519
2002	2041
1301	1686
958	1043
1322	2721
1774	1007
892	349
1706	3051
929	1547
335	712
1628	228
1830	792
3170	3120
2450	166
1787	1630
3027	91
1546	2125
2464	1440
571	2911
1251	3086
3215	475
1500	2890
2556	1787
2661	380
198	2670
1522	1047
418	1571
1085	2125
1275	709
2901	2119
599	2096
3268	990
2975	1705
2598	1134
523	1955
1380	3265
301	24
1493	141
1659	2061
2546	2114
1642	1114
1155	2684
1015	227
1739	539
903	1913
2080	2024
1701	1046
3089	2164
246	1495
774	1502
1345	904
973	2651
3207	803
2945	3205
3243	148
1698	1345
1246	1203
1043	931
283	414
1420	2019
1665	2176
1978	49
1458	2096
2882	2800
838	3287
776	1933
2443	1342
1408	1645
3083	2763
1789	3009
2443	1043
2245	2913
1376	1914
2442	156
851	2177
1884	3236
1540	2752
867	215
1026	2534
2804	2741
1216	3269
3260	1165
2009	2367
2159	2843
666	315
3122	594
545	1542
1460	1267
3001	3056
943	272
136	1232
1103	562
469	1613
3071	1722
339	1997
3013	2705
2663	1041
1704	1885
793	974
828	3212
1756	983
3166	505
335	1207
1192	364
2227	329
1370	2585
207	483
857	3222
2536	2589
197	2921
2223	1788
185	2154
1863	2456
2863	3109
2809	1056
1475	1419
1089	1710
2360	2809
1976	1145
1384	1087
856	2935
2136	2179
2419	1369
1877	596
2467	3266
2635	2879
2020	2032
1203	2964
2955	2197
517	2794
1858	453
1384	2703
3249	2252
122	2976
1265	2071
1975	2040
2465	739
182	2099
1900	3074
1298	118
1170	843
399	2934
255	427
3282	1487
2142	243
834	354
2248	1618
2092	2629
2464	1991
1742	3181
1322	2311
901	2147
3086	2324
2244	2619
2163	1169
2221	530
1468	1877
2726	1352
2655	1544
98	2015
11	587
1905	2554
3195	821
2527	764
1948	60
1405	931
477	2465
1283	791
1173	2802
1653	2339
735	2159
1565	3012
2832	607
2422	1447
317	2214
1843	1303
2574	2947
1211	3137
1717	236
2071	2630
2744	1593
1255	2157
2125	1572
211	2694
2298	2240
456	2167
2532	2826
2628	2986
3244	652
2390	714
1480	252
1362	162
456	636
1974	1329
2123	2701
3024	2574
130	1816
2368	2540
1606	314
2763	1977
396	3169
1304	192
1785	2429
288	243
1286	717
1196	1874
3181	747
613	29
2729	1386
2575	2072
2460	460
3110	2416
345	2070
160	1568
1798	1015
2556	3290
2881	2071
1990	2889
2792	1236
1087	43
1660	2415
2536	1957
3229	75
2764	2375
842	582
2875	1894
2971	1848
2023	2131
1927	985
2397	1458
3101	1175
1953	2767
2327	3041
3065	2642
2519	2443
2826	2917
59	3144
189	1793
667	2366
202	1297
2754	348
175	2077
1957	2832
886	1448
1712	2841
1249	2756
2232	2
789	2548
3065	2986
169	325
1692	2113
2142	261
2905	2959
2934	1260
281	2112
1961	371
695	101
2561	816
1470	1418
3169	2685
175	2772
2358	490
2149	243
2709	1869
1108	283
598	633
1700	169
2356	1612
1621	1905
2337	529
1518	2926
1505	2896
2990	3293
353	2539
7	3103
3100	3262
2759	945
2946	1156
2493	43
61	1572
2256	869
1086	1038
1774	1732
2794	2920
865	2747
1676	2177
944	562
2711	3056
1337	77
909	2755
3152	2382
618	2327
545	3218
120	652
1634	3257
2545	210
120	1071
1052	65
2210	146
1259	2412
3264	962
72	435
1635	2132
3105	833
832	1627
1856	2815
754	1953
2029	2041
1963	2604
3264	2442
3002	2950
1247	2500
1090	1894
1737	2300
2830	1407
2055	288
1875	114
2741	2848
2388	22
1132	261
3179	1302
1680	107
123	2820
810	1949
2335	487
2676	447
920	1387
606	1711
1816	1937
825	2867
1053	718
453	2713
3295	2402
1483	3029
1676	3085
1841	355
1064	1841
720	735
1556	3042
1479	102
1894	2358
3275	1800
1835	2883
2560	1226
1856	2931
2599	1906
2669	2884
2952	1392
1137	2306
2136	2684
1944	323
305	2094
2723	2118
1798	1443
825	500
877	1528
2146	1531
1159	1343
2283	340
1950	571
314	122
475	1220
2598	262
1753	2606
3174	3250
1560	2104
366	2566
1097	1753
2084	349
870	2845
3017	1318
1461	1674
1430	2965
2887	1836
3217	165
925	1715
1729	978
885	1741
1589	716
362	281
617	1113
2907	2942
2698	3240
3137	1079
1277	950
353	2287
2964	1238
1101	635
489	2909
1613	3164
323	957
3091	2508
1056	2724
127	2422
323	1355
2223	3264
5	2841
967	3175
1094	3252
1897	116
1713	2531
1510	3210
245	1938
1213	927
1428	1255
2685	1390
610	2691
2701	32
1339	3187
2015	2211
16	42
815	3059
1636	758
2048	2354
1853	2729
1624	2650
2570	1352
1948	1191
2965	42
2031	248
370	2148
2410	755
2543	1448
2117	2020
274	531
3105	1518
473	2691
287	597
2317	1427
2704	1745
344	2866
143	580
3295	2224
375	16
2006	824
337	2523
2033	1535
721	346
2712	2251
1831	1823
2746	1424
865	3265
3117	1120
92	706
734	1448
898	3137
650	987
1820	2832
3004	71
3212	983
2141	2310
1309	239
450	1321
3084	1189
1217	3145
2223	1169
2781	2613
1285	986
3222	553
2815	3097
1268	2965
1058	810
2411	2333
1705	642
232	1080
1482	1512
2763	3016
2797	1056
264	1034
278	2214
1941	837
3221	1288
3257	2574
1303	2144
2245	1277
3294	2681
2647	2290
3025	516
647	2847
3240	1967
2445	1263
1340	281
1415	1737
1527	1053
299	2046
1280	1833
79	428
826	2047
866	2862
499	988
1920	1474
2794	2933
996	2182
2690	77
1375	3181
1344	1134
2508	511
1480	2903
704	2102
643	1908
2339	2942
1795	2442
2092	611
2934	1474
389	2929
1586	333
2639	684
2612	483
949	2636
1186	2165
903	1630
2267	2291
1843	2373
636	191
955	2448
2607	2221
546	290
2582	1508
137	395
1412	1168
2760	2730
1069	2476
2474	965
3229	369
1655	3285
2245	1316
1469	2450
416	567
74	1095
878	225
1904	1368
3191	698
1529	1404
3198	3263
3050	1401
943	1042
2137	2484
2355	3232
1522	221
1534	534
1853	119
2533	2997
2842	1368
298	2719
1539	2323
2461	1808
1629	3275
1970	497
93	1510
982	479
1170	861
1464	792
2540	850
1973	1688
1500	1763
751	1017
524	1761
105	610
1952	183
2508	2072
2873	808
1185	734
262	2728
2333	2251
1307	1210
2241	2091
2238	528
2319	3272
1649	2218
289	1354
2728	865
368	405
2666	493
1494	2740
1644	2040
2355	2324
1140	1566
1578	1248
634	898
122	261
368	2480
2255	1547
2899	1227
2950	929
372	3144
86	1424
2213	705
1331	2951
3094	2333
753	2247
92	1877
1327	325
3261	3092
2888	3238
2908	2475
1945	816
1279	2746
2019	3205
2970	2565
147	166
2736	911
2988	1716
64	1689
1323	1076
2075	79
2480	1960
2665	827
1562	2331
3158	25
3071	1187
722	208
1311	2312
2198	2823
2455	1564
2622	1189
1247	2344
2108	1453
964	2419
2372	1451
335	2040
923	1302
486	3134
527	1087
782	1103
602	1177
1785	2219
509	393
2985	380
2453	2481
1310	1059
991	2072
827	1553
658	3203
1808	2117
316	2574
2475	878
3262	206
648	1340
2924	2938
347	3030
2916	2084
2253	284
963	2259
1927	159
786	2054
584	613
738	205
2789	1406
1630	1064
2813	2511
160	441
1006	457
656	904
1885	774
58	2950
2175	1971
727	126
2469	335
1610	2669
1611	2826
39	2598
1914	194
1032	1331
244	341
116	576
2291	1877
359	1852
76	3136
2117	678
1926	2216
366	1630
2900	838
481	1799
1364	1769
1831	1056
1087	11
1754	1212
549	866
1678	1941
1171	3181
1545	1814
1063	2854
2642	1046
1123	745
74	1879
462	2879
1775	1129
2877	1623
1523	2872
523	2026
260	828
515	1702
1216	2543
1908	2859
2335	651
1891	3050
215	688
624	769
692	1838
1724	1405
672	179
2177	896
2769	2587
1290	2496
2836	367
2249	734
48	2266
3260	596
2121	2244
910	930
1898	321
968	114
226	251
938	393
2196	288
2671	1206
118	1091
2299	2989
659	975
1047	875
750	3214
2164	2804
3089	1388
925	839
2658	863
3147	3254
1191	3135
734	2850
2932	2122
652	605
2662	85
1677	2576
309	2884
880	2688
1479	857
1149	976
1082	2934
841	674
1628	19
342	3122
1314	145
1858	678
2599	680
2834	2262
1582	2360
3084	2241
94	305
1891	1554
2471	2270
1464	2417
2036	2552
1167	2845
1197	2325
725	2539
2913	757
1977	489
3123	301
116	2591
482	2659
1765	637
2734	523
2026	752
714	1002
1374	3243
3038	1219
1356	2560
145	475
2490	503
903	802
2298	932
1993	1430
2887	799
744	2957
1096	1345
1746	1872
164	663
765	332
1717	466
516	845
2021	617
3083	663
1096	1029
395	1631
2072	2536
1664	16
69	2266
1566	2142
1190	2931
1915	2872
2529	482
2617	2689
2670	324
2638	2778
322	3081
1537	1851
2734	2697
2113	43
2120	853
1699	1354
646	3266
1323	3195
1614	808
2988	963
1135	3178
1018	576
2043	1018
1921	129
4	1421
1722	1528
2915	2892
1253	1269
2819	2409
1721	2912
1113	308
2158	323
1072	3108
1020	1156
3157	1204
2993	19
921	1200
733	2935
2810	461
3162	20
1473	2014
493	1329
114	605
950	269
2200	199
530	1436
3276	2278
2129	3010
381	2109
1913	2112
2703	1922
1157	3267
1516	1053
2942	1333
811	1772
1785	1987
2897	1993
262	2918
983	1200
211	1713
1900	183
920	1872
1038	993
2286	3036
1307	280
1057	3206
2247	2250
2518	631
144	445
931	137
1205	1693
99	1778
2741	2150
2625	868
1741	2269
494	2679
13	2264
2821	2097
2765	201
2644	7
1855	1412
2049	938
2239	1530
1509	2104
2825	1006
1079	1258
998	2193
2259	601
3202	2184
2496	2358
1953	403
2653	2677
2902	1207
3112	3208
1007	1606
3175	387
2964	2682
900	2479
1651	1359
143	2319
2791	1411
2763	683
1325	514
2877	2502
948	3174
2572	838
2814	189
1387	1313
1872	2915
102	232
761	2838
1959	2003
2002	846
203	771
334	861
2147	997
1239	206
184	505
1253	1079
2244	866
2119	2013
2653	2835
288	3157
1993	2516
817	2143
3062	92
2724	1590
2597	676
2061	3064
63	2832
2469	1616
2567	2980
2329	693
634	722
1334	961
1507	2982
1941	3134
34	1027
1699	2004
2807	2629
1107	1793
1615	204
2678	1480
1400	1929
2728	1767
109	2904
1048	1294
2528	760
1637	868
1499	2240
589	1971
2326	1665
2058	1374
2908	1441
2742	782
884	2693
755	1370
2274	3232
3021	3225
2509	1011
2991	3185
3030	589
2320	2133
1419	453
2787	977
2671	2179
2119	939
1286	756
3197	765
1355	681
1757	3265
3099	310
287	1715
945	3128
1946	242
420	1252
3074	2966
812	2652
628	382
2395	2822
2150	2875
2615	1461
1709	3211
2615	3148
1470	186
3035	2650
1067	2415
325	211
1565	2169
1222	220
1690	1305
307	1867
3051	2378
2832	3176
1559	1546
1774	3127
2258	97
1807	1670
2315	841
1852	1126
2367	3162
906	2935
1666	2538
933	3133
1331	869
782	414
24	1222
2315	466
1224	3258
3284	2660
3159	2116
2243	1055
1240	93
3072	2915
817	2418
1085	2724
143	2417
511	2032
2296	711
1355	2483
1326	445
1442	3173
615	3240
217	787
1333	670
2701	2449
674	294
2642	2032
2148	379
484	1566
1239	2778
2032	279
1272	602
402	2868
1917	50
1496	3241
1186	2749
1732	2856
1861	2937
2609	990
569	458
530	3266
1279	2637
1343	475
827	1059
1138	1162
241	869
933	542
631	1554
2085	2605
3037	124
1051	2449
2345	565
2072	2125
2054	1726
1999	2767
1301	2026
1832	2179
3018	914
1748	1361
1514	3284
940	2240
385	2944
230	1822
105	455
2144	107
1763	2671
3282	3012
1083	47
799	2581
2927	1903
2661	3005
572	623
135	2185
378	1887
2856	1550
1233	1196
258	2021
1132	992
922	1830
946	972
28	824
1027	1085
2086	2954
3247	523
1220	1621
2010	2935
760	2167
874	1563
2419	316
341	2182
1088	1298
2251	2374
2985	623
3032	2823
2200	2182
2309	2332
791	1423
2673	532
2895	417
3214	2519
335	1482
716	1013
1425	1048
2391	3123
2720	2976
2647	3083
1923	1460
1160	1274
703	2975
2091	1639
1371	1353
2337	1406
2683	2196
2734	2454
1434	312
2437	3281
2173	635
1617	2378
332	2854
2834	1120
2617	2020
1790	2057
1817	1532
2335	2999
2363	3017
2871	2213
1579	2754
1248	1472
873	327
1651	3141
2960	1596
136	2469
2015	1748
1764	2049
520	1035
3219	2767
602	156
1899	3031
3020	138
670	1861
2058	1959
2859	3136
2570	2780
2476	748
509	403
2796	1157
576	888
631	79
1122	2441
818	2776
1812	2065
2615	441
2986	896
2876	757
146	2125
361	1353
1527	2737
417	2975
1138	3215
720	9
1576	147
3277	851
1288	2683
2277	208
2421	1843
340	724
185	737
301	2665
427	2442
1852	2165
264	3133
369	1926
2298	2196
3014	47
3120	1519
2684	955
1273	2254
2950	2017
1356	2498
957	1549
1852	2383
1171	2058
2109	2617
2167	1628
1624	415
2083	1461
539	2029
1459	2056
1213	465
202	3239
2455	1515
2199	1541
3130	921
2094	1906
2343	2635
1434	1763
1369	251
2123	2933
1179	1060
2710	470
32	3138
568	923
1403	1257
993	1211
1617	730
473	2241
2812	360
2419	1973
2209	723
166	603
3024	1905
1693	3240
2098	854
433	2727
1656	408
1216	2073
692	708
514	2478
2544	725
2227	884
1665	1531
1539	8
2996	1159
2234	1071
422	907
1018	3134
3257	157
1568	2897
2610	1601
2253	2224
728	2162
2411	1061
2288	355
1673	1581
1306	1450
561	3254
1342	2917
870	2338
1300	4
2026	2561
994	1292
2307	2790
1988	2824
1320	1404
2715	1385
3270	1492
1287	2443
685	3220
1148	58
2447	2866
1947	571
2619	2003
3232	1387
2320	28
1153	1623
149	2062
1832	1185
1117	1297
2702	2983
1766	378
3212	3273
2140	1694
3053	1036
2642	131
3161	323
2327	177
588	1595
260	345
169	1964
2718	192
1938	3177
3132	1666
2470	1481
2455	2554
1088	2536
2854	851
1914	2984
1838	817
1930	3071
317	1663
1572	2162
555	1160
1592	2150
3071	3093
987	1890
1231	2051
781	1548
2723	320
1809	463
1473	695
2612	1183
1751	2439
1295	2092
275	859
1461	258
1256	2337
1812	864
269	671
113	2878
2547	1612
1304	543
255	1749
2196	1760
2289	3100
831	964
3077	1724
1792	2115
734	1115
2387	1064
3133	1635
1630	2801
66	8
251	2332
1818	2971
1333	911
1581	452
1945	763
298	259
2845	2191
816	3131
1392	433
105	3123
948	1775
3232	2946
1834	2755
509	1000
2143	1668
3154	2417
1150	987
2243	649
987	2207
925	272
2918	2994
505	2553
1372	519
100	680
622	991
3233	2438
1435	2982
653	346
2328	2823
2772	2567
2032	1841
2632	1384
2367	1848
2455	433
1434	1681
1913	2417
2418	275
664	2545
1952	407
2464	618
374	312
2611	1563
2815	1141
2371	3236
88	600
3087	1080
1640	170
2925	799
2904	1437
1724	2496
658	1643
1131	2778
3247	1656
3229	1569
3024	557
2216	1038
1703	607
1808	252
1248	1809
2831	1485
1089	386
2738	2307
1540	2210
707	2905
232	1283
1497	1751
1128	744
1211	513
1300	2427
1095	433
1185	997
2695	902
403	390
2627	181
216	777
524	1798
3090	1444
1408	2679
103	2026
1352	453
3036	1148
922	3296
3233	1911
1141	1586
2932	2920
106	2533
172	1599
2972	3011
2793	875
2836	2531
50	1645
1132	733
158	1849
3222	2140
2738	2524
206	3110
279	825
1194	3160
1141	1305
619	3262
952	2937
2643	2896
2201	86
571	2009
3274	2854
2842	2382
2408	3237
1024	1457
307	1000
315	601
531	1309
2686	1120
1687	2511
283	1461
527	1623
2694	1020
110	2580
107	1688
2449	1873
1629	2735
355	2746
1852	713
2728	244
2104	715
2108	600
2811	3157
1123	2569
2289	1823
1190	2179
1243	460
2979	1285
2059	1740
3077	41
2228	3162
1096	26
3174	239
2239	2436
2917	365
2492	1097
2009	2502
3037	241
473	893
133	2695
629	223
1845	134
1669	1365
2934	667
1231	246
1758	427
2904	1553
413	471
381	115
2334	2427
3132	3257
1544	771
2426	1434
1786	1472
124	1746
2568	1856
6	2001
1695	1049
3085	1152
2585	3024
1517	1995
50	1770
513	1761
1343	2020
951	116
570	3192
2892	1155
689	2130
982	3159
1114	965
1564	2453
1649	1227
2133	1226
1761	312
377	2238
1327	1537
1223	3121
625	1984
712	3296
2855	133
3217	1216
1552	1290
786	61
1625	2168
1028	2778
663	151
1668	1972
1428	887
2664	907
2862	2382
1373	2685
2086	2223
1923	349
1829	239
2910	1097
1098	1579
614	1909
778	2088
28	625
3163	2775
3075	2263
3197	3231
2462	1019
1970	3053
2838	1245
2765	3294
2900	2484
668	2155
2590	2227
428	2482
2051	1258
1498	189
2566	563
350	2393
105	1571
3096	453
159	1391
2259	2790
2009	2859
1626	2612
1187	2243
290	621
1990	1790
160	314
795	3119
1930	1551
2244	452
2431	34
824	1125
3074	1677
2592	1413
2269	1544
882	167
813	2703
2645	116
3071	1261
2746	600
2267	45
1945	3096
3104	3226
1530	2771
2915	3085
1853	1668
548	1222
566	854
2400	2734
1878	3218
3131	2160
1905	1861
901	2103
2187	747
2506	323
1728	1688
2642	248
1252	2386
70	1505
332	376
393	92
960	741
3145	2717
1448	139
956	632
2367	2514
2834	1
300	437
891	2052
3294	2926
1753	163
306	2536
722	2807
2449	927
140	1508
1097	2063
1896	2044
1182	377
636	1671
526	2261
2974	812
792	769
2313	706
2751	749
443	1329
2194	1528
165	1563
732	2614
1022	1212
1847	34
3250	555
1622	1002
1706	569
1658	2472
1210	815
295	2418
886	1695
166	1820
2527	3082
459	1918
1316	2754
2699	1466
2776	2098
2719	2702
2334	1931
365	2766
446	3161
2575	1425
930	26
2156	2239
2497	2328
2597	2450
1901	340
3067	429
1011	2004
1671	265
1104	280
3204	2616
1126	2844
3215	883
659	1979
161	1403
1318	655
2593	386
2940	2514
890	1289
726	3012
2072	1094
95	351
195	647
2382	2229
1898	742
696	3240
2943	695
202	2227
1769	431
3288	1456
35	2810
1325	2035
2174	1355
2868	2354
372	2076
1843	2276
1937	2012
672	2418
3007	2679
518	1183
1683	2925
2757	3129
301	555
1463	837
299	1065
652	685
878	1508
1700	900
141	3232
160	1207
735	1301
1851	1231
1343	2434
3290	1935
2048	2387
1938	857
1782	409
1555	729
1591	1655
1582	2018
22	687
1388	2013
3250	2024
875	3170
1005	104
2451	1396
2128	3020
2768	1850
2228	1946
1232	1493
1705	580
2308	2778
487	679
2380	663
2203	2188
3053	2538
450	2886
1535	2266
1926	2936
154	582
3272	1045
1946	1347
1826	439
2455	1646
2885	1115
2091	2761
3220	347
1214	1905
1584	1314
2568	2282
403	2534
2221	3055
755	1007
3157	2785
128	2283
2949	2379
2963	2327
2818	164
1910	1906
1354	2123
2630	1220
1962	2289
1594	2771
843	1532
1575	2565
3084	1936
1926	1840
3061	1392
2624	1700
2402	1568
631	338
1232	691
1353	2913
386	569
440	1132
2292	1758
1423	506
2768	304
264	1869
685	3162
242	2175
114	3033
1785	39
2275	544
2362	1457
2624	2621
22	2755
3073	23
2487	2606
2945	963
590	2300
1391	1113
267	1598
458	1459
2791	609
1863	939
860	3171
604	948
596	2373
654	1576
1106	3025
1940	2933
1932	2012
741	3061
1343	2610
471	2963
1273	3276
2361	2988
2165	1087
1476	3006
1345	224
3048	1503
2823	3110
421	2735
3011	1077
3268	2609
2799	1889
403	2237
358	465
2218	1535
1868	1171
2922	1590
2187	2011
3067	402
1084	925
2437	1652
3167	508
1004	1513
1703	1079
3180	3154
632	885
2126	2601
2709	2543
792	1164
794	1815
2007	1332
3189	2923
668	2035
444	2784
2390	1558
2577	16
1971	2208
1078	2646
3150	1120
1287	1014
1403	162
1431	3128
2646	290
961	2145
3107	1656
3134	204
1742	2012
3209	2087
2622	859
1665	3064
1991	3199
2883	2348
1100	1214
902	669
861	2236
1473	839
2409	815
2773	93
1104	423
442	1781
2184	567
1617	476
2456	2248
3101	2962
689	174
2933	188
2872	2637
2284	2200
2268	703
301	2269
1515	1095
916	1156
2709	1382
1682	263
1797	2598
2943	1874
2318	2110
2128	437
1441	2970
223	56
2978	697
697	2943
1209	146
2877	1922
2162	1911
734	2820
888	661
1409	3169
2053	1697
565	2871
2771	961
2637	1851
124	1304
441	363
2835	2521
1374	385
3269	2204
1332	1313
1774	2727
1677	2076
2488	305
1738	2907
1507	238
2164	1842
1312	1427
2465	1231
2306	2419
2941	973
1950	1447
2616	1895
100	160
810	3287
497	2906
3274	740
2942	2368
2222	2153
3151	1669
3254	82
2423	3032
1423	2026
1747	1130
2675	1875
2940	1573
1929	1136
3057	3047
2856	2969
662	2037
29	937
311	3168
1576	2231
2635	2269
1726	2561
2451	1679
1930	932
2161	2674
2977	1864
2284	997
928	173
365	689
946	898
1156	534
2217	148
3102	1001
2097	2881
1952	451
3093	1806
2694	3091
1330	3211
2364	299
2247	2449
1012	1550
1681	2485
2629	1320
1999	900
2714	2490
581	2375
909	2526
2738	1500
3010	2487
